art_id,token,type
311,jenkins,SL
311,docker,SL
311,자동,NNG
311,배포,NNG
312,시뮬레이션,NNG
312,회사,NNG
312,인턴,NNG
312,첫날,NNG
312,복장,NNG
313,오키,NNP
313,게릴라,NNG
313,멘토링,NNP
316,요즘,NNG
316,면접,NNG
316,질문,NNG
317,엔드,NNG
318,웹개발,comp_NNG_NNP
319,만의,NNG
319,레퍼런스,NNP
320,클라우드,NNP
320,com,SL
321,퇴사,NNG
321,인수인계,NNG
321,동안,NNG
321,신규,NNG
321,작업,NNG
322,인상,NNG
323,예비,NNG
323,개발자,NNG
323,진로,NNG
323,조언,NNG
325,서버,NNG
325,배포후,comp_NNG_NNP
325,네이버,NNP
325,로그인,NNG
325,url,SL
325,도메인,NNG
325,사례,NNG
326,차의,comp_NNG_NNP
326,스타트업,NNG
326,후기,NNG
327,길이,NNG
328,패캠,comp_NNG_NNP
328,데브코스,comp_NNG_NNP
328,가요,NNG
329,상관,NNG
329,인과,NNG
330,정처기,comp_NNG_NNP
330,vs,SL
330,빅분기,comp_NNG_NNP
331,국비학원,comp_NNG_NNP
331,커리큘럼,NNG
332,컴공,comp_NNG_NNP
332,학년,NNG
332,졸업직전,comp_NNG_NNP
333,하루,NNG
333,퇴사,NNG
333,질문,NNG
335,신입,NNG
335,개발자분,comp_NNG_NNP
335,외부,NNG
335,배포,NNG
336,멘토링,NNP
338,개발자,NNG
339,hdmi,SL
339,배분기,comp_NNG_NNP
340,개발,NNG
340,신입,NNG
340,적성파악,comp_NNG_NNP
341,조언,NNG
343,호황,NNG
344,국비,NNG
344,리좀,NNP
345,프론트,NNP
345,고민,NNG
345,부트캠프,comp_NNG_NNP
345,지원,NNG
345,예정,NNG
346,feat,SL
346,tibero,SL
346,db,SL
347,대학,NNG
347,학점,NNG
347,성적장학금,comp_NNG_NNP
348,국비학원,comp_NNG_NNP
348,커리,NNP
349,오늘,NNG
349,회사,NNG
349,출근,NNG
350,ppt,SL
350,포토폴리오,comp_NNG_NNP
350,나용,NNG
351,카라,NNP
351,카라쿠,comp_NNG_NNP
351,쿠배,comp_NNG_NNP
351,메신저,NNG
352,엔지니어,NNG
353,대학졸업,comp_NNG_NNP
