art_id,token,type
43,할,XSV+ETM
43,게,NNB+JKS
43,네요,EC
44,이,JKS
44,이,JKS
44,다,EC
44,vs,SL
44,가,JKS
44,한다,XSV+EC
45,해외주식,comp_NNG_NNP
45,미국,NNP
45,소프트웨어,NNG
45,중,NNB
45,된,XSV+ETM
45,기업,NNG
45,들,XSN
45,있,VA
45,나요,EC
46,그램,NNG
46,노트북,NNG
46,둘,NR
46,에,JKB
46,추천,NNG
46,좀,MAG
46,드립니다,VV+EC
47,잡플래닛,comp_NNG_NNP
47,리뷰,NNP
47,는데,EC
47,기업,NNG
47,은,JX
47,은,ETM
48,에,JKB
48,지,EC
48,고,EC
48,하,XSV
48,는,ETM
48,게,NNB+JKS
48,이,VCP
48,네요,EC
49,자,XSN
49,정보처리,comp_NNG_NNP
49,처리기사,comp_NNG_NNP
49,은,JX
49,인가요,VCP+EC
50,SI,SL
50,초급,NNG
50,단가,NNG+VCP+EC
50,은,ETM
50,가요,NNG
51,c,SL
51,로,JKB
51,신입,NNG
51,생활,NNG
51,시작,NNG
52,자,XSN
52,가,JKS
52,달,NNG
52,에,JKB
52,명,NNBC
52,꼴,XSN
52,로,JKB
52,는데,EC
52,가,JKS
52,는지,EC
52,겠,EP
52,습니다,EF
53,2022,SN
53,JSReact,SL
53,오픈소스,comp_NNG_NNP
53,시상식,NNG
53,가,JKS
53,네요,EC
54,그냥,MAG
54,단순히,MAG
54,하,XSA
54,여,EC
54,드립니다,VV+EC
55,잡플래닛,comp_NNG_NNP
55,가,JKS
55,는,ETM
55,회사,NNG
55,나요,EC
56,신입의,comp_NNG_NNP
56,회사선택,comp_NNG_NNP
56,선택도움,comp_NNG_NNP
56,을,ETM
56,수,NNG
56,을까요,EC
57,큭,MAG
57,나,NP
57,는,JX
57,내,NP
57,풀파워,comp_NNG_NNP
57,파워의,comp_NNG_NNP
57,만,NR
57,하,XSV
57,고,EC
57,다구,EC
58,si,SL
58,뻥튀기,NNG
58,구별법,comp_NNG_NNP
59,MSA,SL
59,으로,JKB
59,할,XSV+ETM
59,때,NNG
59,스프링,NNG
59,Spring,SL
59,쓰,VV
59,나요,EC
60,이,MM
60,정도,NNG
60,화면,NNG
60,및,MAJ
60,들,XSN
60,이,VCP
60,면,EC
60,하,XSV
60,는데,EC
60,얼마나,MAG
60,걸려야,VV+EC
60,할까요,VV+EC
61,select,SL
61,에,JKB
61,나,JC
61,에,JKB
61,로,JKB
61,뭐,IC
61,세요,EP+EF
62,이력서,NNG
62,출시,NNG
62,PDF,SL
62,파일,NNG
62,개,NNBC
62,첨부,NNG
62,나요,EC
63,이런,MM
63,오류,NNG
63,는데,EC
63,인가요,VCP+EC
64,SI,SL
64,년,NNBC
64,가,VX
64,는데,EC
64,해야,XSV+EC
64,할까요,VX+EC
65,개발자,NNG
65,은,JX
65,보통,NNG
65,어느,MM
65,플랫폼,comp_NNG_NNP
65,세요,EP+EF
66,IntelliJ,SL
66,가격,NNG
66,하,XSV
66,네요,EC
66,월,NNBC
66,부터,JX
67,인,VCP+ETM
67,성향,NNG
67,적,XSN
67,인,VCP+ETM
67,성향,NNG
67,고,EC
67,으신,EP+ETM
67,분,NNB
67,은,JX
67,가,JKS
67,활동,NNG
67,거,NNB
67,십니까,EP+EC
68,퇴근후,comp_NNG_NNP
68,에,JKB
68,안,MAG
68,하,VV
68,면,EC
68,개발자,NNG
68,맞,VV
68,는,ETM
68,거,NNB
68,죠,VCP+EC
69,네임벨류,comp_NNG_NNP
69,만,JX
69,고,EC
69,했,XSV+EP
69,는데,EC
69,네임벨류,comp_NNG_NNP
69,가,JKS
69,는,JX
69,네요,EC
70,하,XSV
70,세요,EP+EF
70,핫픽스,NNP
70,이,VCP
70,란,ETM
70,게,NNB+JKS
70,무슨,MM
70,일까요,VCP+EC
71,기,ETN
71,은,ETM
71,작업,NNG
71,티,NNG
71,내,VV
71,고,EC
71,는,ETM
71,팁,NNG
71,나요,EC
72,하,XSV
